ANONYMIZED BUSINESS,QUANTITY,VALUE
Business-c8ee,39,41292.0
Business-4808,16,41283.0
Business-6137,37,41201.0
Business-7745,22,41200.0
Business-89c7,23,41110.0
Business-5539,36,41040.0
Business-8232,20,41020.0
Business-64db,10,41020.0
Business-da44,24,40990.0
Business-da34,35,40951.0
Business-697a,11,40861.0
Business-ed0d,30,40850.0
Business-e3ae,87,40829.0
Business-df4a,22,40825.0
Business-1ce6,59,40760.0
Business-99e4,11,40757.0
Business-7d23,46,40754.0
Business-d18e,17,40715.0
Business-5499,24,40641.0
Business-1f5a,63,40615.0
Business-6efc,36,40525.0
Business-3065,17,40446.0
Business-1128,42,40310.0
Business-d14e,29,40299.0
Business-08e0,77,40295.0
Business-4919,33,40204.0
Business-7328,102,40143.0
Business-69d0,55,40130.0
Business-234d,90,40065.0
Business-9392,30,40050.0
Business-574f,7,40041.0
Business-668e,12,40006.0
Business-768f,16,39966.0
Business-e0a8,24,39965.0
Business-dacb,17,39938.0
Business-5389,26,39935.0
Business-b827,29,39825.0
Business-64fe,57,39811.0
Business-b5ba,179,39630.0
Business-7efb,21,39570.0
Business-fe3e,36,39475.0
Business-dbc6,21,39455.0
Business-9981,24,39395.0
Business-c3f0,16,39390.0
Business-ace9,206,39360.0
Business-17fe,46,39355.0
Business-f7c5,11,39320.0
Business-d4cd,35,39318.0
Business-607c,76,39281.0
Business-d5c0,31,39205.0
Business-2f58,32,39175.0
Business-5b82,23,39150.0
Business-2814,70,39139.0
Business-f04f,75,39123.0
Business-eedc,43,39110.0
Business-5d7e,26,39077.0
Business-90ad,55,38893.0
Business-0e8c,11,38870.0
Business-8909,38,38865.0
Business-605b,36,38758.0
Business-0b18,35,38684.0
Business-ff84,40,38650.0
Business-425b,13,38595.0
Business-c62f,23,38540.0
Business-9ce3,34,38510.0
Business-7bd8,29,38480.0
Business-25ba,84,38400.0
Business-36f8,19,38375.0
Business-9d5f,19,38375.0
Business-3635,21,38370.0
Business-da94,35,38120.0
Business-9fa6,20,38093.0
Business-b334,80,38003.0
Business-1e78,25,37990.0
Business-6a04,9,37935.0
Business-9b47,14,37755.0
Business-05a3,15,37730.0
Business-ba37,45,37707.0
Business-276d,75,37675.0
Business-74d6,20,37666.0
Business-fcbe,26,37630.0
Business-c231,85,37630.0
Business-b591,60,37600.0
Business-ba15,21,37596.0
Business-7170,101,37545.0
Business-7d15,38,37525.0
Business-d917,14,37405.0
Business-47c7,20,37375.0
Business-dffd,23,37355.0
Business-c152,36,37335.0
Business-5b5f,27,37257.0
Business-af39,20,37170.0
Business-cb99,28,37100.0
Business-509d,31,37095.0
Business-a6ce,14,37050.0
Business-e53e,17,37030.0
Business-c08c,68,36941.0
Business-b2a4,28,36895.0
Business-6093,13,36780.0
Business-fe96,16,36780.0
Business-bc9e,30,36710.0
Business-b804,19,36610.0
Business-bf0b,17,36595.0
Business-7c80,30,36505.0
Business-4611,35,36472.0
Business-48f4,15,36450.0
Business-d5e3,56,36415.0
Business-31d2,28,36405.0
Business-3900,7,36366.0
Business-15b4,22,36225.0
Business-c7d8,20,36188.0
Business-24bb,33,36020.0
Business-7553,56,36000.0
Business-1619,25,35940.0
Business-3a31,15,35928.0
Business-6851,40,35923.0
Business-c761,34,35880.0
Business-b28a,31,35865.0
Business-325e,20,35820.0
Business-2678,10,35810.0
Business-1c38,30,35761.0
Business-7d27,58,35690.0
Business-448d,46,35673.0
Business-0ad5,79,35644.0
Business-e4d4,50,35605.0
Business-f869,37,35595.0
Business-5430,15,35590.0
Business-dcb4,39,35563.0
Business-1269,17,35540.0
Business-03e7,48,35468.0
Business-4a8e,33,35461.0
Business-9528,20,35425.0
Business-346e,110,35412.0
Business-bf83,19,35410.0
Business-62d9,53,35393.0
Business-fa48,26,35345.0
Business-3b1c,33,35315.0
Business-8acb,75,35286.0
Business-f387,11,35205.0
Business-63a3,221,35160.0
Business-65a5,54,35140.0
Business-4f5f,97,35133.0
Business-63e6,37,35065.0
Business-690d,25,35011.0
Business-f31d,61,35010.0
Business-eba2,33,34926.0
Business-d857,15,34925.0
Business-7fa0,46,34907.0
Business-dd28,16,34901.0
Business-54f5,30,34875.0
Business-7cd8,27,34840.0
Business-3431,16,34840.0
Business-b3e6,68,34824.0
Business-a1b0,16,34705.0
Business-f600,60,34700.0
Business-02b8,16,34700.0
Business-ba25,23,34575.0
Business-05c6,49,34540.0
Business-adac,11,34536.0
Business-1ef9,18,34530.0
Business-204e,235,34521.0
Business-147c,20,34520.0
Business-c5c1,21,34500.0
Business-67e1,16,34450.0
Business-2fff,14,34420.0
Business-c805,49,34381.0
Business-d701,18,34225.0
Business-81f5,14,34215.0
Business-fcb3,16,34200.0
Business-63ea,22,34195.0
Business-010c,22,34180.0
Business-8aee,14,34120.0
Business-5ed4,25,34031.0
Business-f663,12,33965.0
Business-c65f,36,33948.0
Business-a19a,22,33933.0
Business-1cca,15,33900.0
Business-86a4,23,33855.0
Business-c192,17,33745.0
Business-0df8,35,33745.0
Business-ba20,61,33741.0
Business-d25b,12,33701.0
Business-b620,15,33660.0
Business-83aa,17,33660.0
Business-f5af,25,33605.0
Business-1d35,8,33595.0
Business-26fb,14,33570.0
Business-582f,21,33555.0
Business-74b5,25,33540.0
Business-f588,13,33540.0
Business-d61a,20,33519.0
Business-61cb,81,33485.0
Business-d4ba,32,33470.0
Business-dbe5,48,33440.0
Business-f992,34,33423.0
Business-76c7,56,33405.0
Business-2e11,11,33355.0
Business-33ac,33,33352.0
Business-ac50,38,33350.0
Business-d072,31,33335.0
Business-7279,44,33325.0
Business-4788,24,33166.0
Business-2c4c,32,32995.0
Business-29f9,98,32995.0
Business-802a,29,32979.0
Business-0a29,13,32940.0
Business-0eca,14,32870.0
Business-844e,26,32820.0
Business-9c04,9,32763.0
Business-ee13,7,32740.0
Business-1df3,105,32710.0
Business-ae37,13,32560.0
Business-1d37,42,32557.0
Business-513d,84,32501.0
Business-b26e,18,32500.0
Business-f32c,87,32367.0
Business-f8fd,26,32325.0
Business-d11a,54,32285.0
Business-22b8,7,32263.0
Business-99fe,18,32245.0
Business-e3c1,25,32245.0
Business-5474,18,32235.0
Business-9bf9,18,32224.0
Business-d74f,12,32215.0
Business-dd89,24,32159.0
Business-4e24,39,32113.0
Business-43af,34,32055.0
Business-6a1f,20,32043.0
Business-92ec,10,32024.0
Business-7d16,14,32020.0
Business-5d75,10,31971.0
Business-9fed,36,31945.0
Business-da4f,23,31915.0
Business-9918,23,31885.0
Business-03fa,14,31785.0
Business-296c,12,31744.0
Business-56dc,14,31740.0
Business-cc78,75,31680.0
Business-c535,32,31645.0
Business-b4b5,19,31600.0
Business-4918,105,31560.0
Business-5f23,20,31555.0
Business-8a10,78,31525.0
Business-a13e,12,31520.0
Business-b0ba,9,31510.0
Business-25d4,30,31455.0
Business-3d23,23,31430.0
Business-d7a5,14,31410.0
Business-7c93,25,31406.0
Business-f49f,30,31402.0
Business-0b51,23,31310.0
Business-9a2d,11,31285.0
Business-6ab3,62,31260.0
Business-acff,18,31240.0
Business-a043,30,31240.0
Business-3dcf,17,31215.0
Business-6f74,34,31200.0
Business-6580,18,31195.0
Business-46ef,85,31170.0
Business-8373,33,31090.0
Business-b5cb,28,30950.0
Business-efbb,22,30915.0
Business-8261,20,30875.0
Business-3097,30,30870.0
Business-b58c,17,30861.0
Business-4598,22,30860.0
Business-c929,16,30850.0
Business-12e8,13,30795.0
Business-121d,19,30730.0
Business-84f4,20,30720.0
Business-951e,46,30715.0
Business-fbb9,22,30680.0
Business-1783,22,30663.0
Business-27fc,36,30594.0
Business-3817,22,30550.0
Business-d67c,7,30484.0
Business-fa96,24,30438.0
Business-4a01,37,30310.0
Business-1085,32,30285.0
Business-92b5,14,30235.0
Business-6f1a,10,30205.0
Business-7e70,17,30090.0
Business-3b0a,6,29985.0
Business-031e,31,29925.0
Business-d656,15,29920.0
Business-f95c,43,29895.0
Business-5300,12,29880.0
Business-a801,19,29840.0
Business-0db4,10,29815.0
Business-b4f0,16,29743.0
Business-7063,6,29735.0
Business-7ad4,22,29608.0
Business-7e5e,509,29450.0
Business-87b7,40,29325.0
Business-040a,30,29305.0
Business-f3ef,25,29305.0
Business-7704,8,29196.0
Business-df71,9,29180.0
Business-5dcf,19,29165.0
Business-aa41,11,29120.0
Business-eefc,11,29050.0
Business-b0f4,13,28970.0
Business-d438,28,28910.0
Business-2dfd,22,28872.0
Business-d124,28,28805.0
Business-19bd,31,28742.0
Business-3dc6,77,28715.0
Business-3b33,10,28570.0
Business-434a,141,28570.0
Business-c0ae,15,28556.0
Business-754b,45,28552.0
Business-9e71,22,28525.0
Business-41b7,34,28516.0
Business-6ded,15,28485.0
Business-ae24,43,28370.0
Business-21c9,21,28360.0
Business-ce6e,24,28355.0
Business-45be,10,28235.0
Business-f8cc,15,28210.0
Business-ad63,23,28175.0
Business-9d6e,18,28092.0
Business-ea97,96,28035.0
Business-7590,31,27987.0
Business-2a4e,13,27970.0
Business-52ee,13,27968.0
Business-6603,12,27965.0
Business-fe37,8,27877.0
Business-cfd5,32,27860.0
Business-c056,24,27820.0
Business-9699,16,27805.0
Business-345e,19,27805.0
Business-d430,36,27800.0
Business-ada7,18,27780.0
Business-0a69,16,27740.0
Business-5c5f,25,27715.0
Business-ef34,12,27585.0
Business-436b,13,27555.0
Business-86f0,42,27554.0
Business-314b,18,27526.0
Business-23a8,27,27505.0
Business-afc3,23,27490.0
Business-189b,10,27473.0
Business-dd19,8,27465.0
Business-df2b,15,27440.0
Business-835e,17,27435.0
Business-827a,25,27410.0
Business-b3d2,50,27405.0
Business-0ce3,10,27340.0
Business-2da6,13,27280.0
Business-6697,22,27275.0
Business-bc83,18,27260.0
Business-37e6,26,27145.0
Business-d906,17,27135.0
Business-3d20,78,27090.0
Business-ac29,8,27020.0
Business-a0c1,17,27015.0
Business-a2f8,42,26980.0
Business-aea0,6,26858.0
Business-1a3d,24,26813.0
Business-f323,10,26785.0
Business-8bfd,13,26775.0
Business-b3f7,18,26755.0
Business-f817,12,26751.0
Business-4fb5,17,26740.0
Business-0766,150,26725.0
Business-5544,6,26645.0
Business-a55f,38,26620.0
Business-b7f3,48,26607.0
Business-db2d,17,26495.0
Business-3761,8,26490.0
Business-c149,51,26481.0
Business-f260,23,26435.0
Business-dd61,17,26333.0
Business-d346,15,26280.0
Business-6f29,12,26255.0
Business-3a94,15,26245.0
Business-5947,13,26240.0
Business-4503,129,26215.0
Business-b979,7,26180.0
Business-3366,38,26176.0
Business-cf0f,19,26115.0
Business-65e7,9,26110.0
Business-dc6c,69,26100.0
Business-2ed3,19,26040.0
Business-d6d7,19,25996.0
Business-8823,27,25980.0
Business-62b8,5,25934.0
Business-6652,90,25895.0
Business-00f8,16,25891.0
Business-a939,31,25875.0
Business-f07f,17,25865.0
Business-1d58,14,25830.0
Business-1152,92,25785.0
Business-0cf6,13,25740.0
Business-58a4,15,25735.0
Business-595c,20,25735.0
Business-99da,12,25725.0
Business-0b90,10,25725.0
Business-65d1,5,25675.0
Business-2fd2,18,25661.0
Business-58a9,28,25610.0
Business-c35d,48,25606.0
Business-d3e6,13,25525.0
Business-6355,19,25515.0
Business-1c78,12,25510.0
Business-5c71,19,25400.0
Business-92a9,15,25390.0
Business-2a98,14,25379.0
Business-48e9,13,25376.0
Business-2046,14,25354.0
Business-13a7,18,25350.0
Business-ed14,16,25340.0
Business-1daa,72,25300.0
Business-27a3,16,25295.0
Business-0e1c,9,25280.0
Business-6ea5,356,25235.0
Business-7e0e,76,25186.0
Business-8925,50,25170.0
Business-32a4,21,25165.0
Business-652d,23,25115.0
Business-17e6,37,25095.0
Business-f360,15,25060.0
Business-770b,13,24945.0
Business-7769,7,24910.0
Business-f5f9,11,24895.0
Business-2732,26,24895.0
Business-ae1d,13,24890.0
Business-2dff,14,24889.0
Business-c5b9,14,24825.0
Business-a8b3,69,24820.0
Business-8123,11,24727.0
Business-3b01,162,24720.0
Business-a012,11,24620.0
Business-8881,14,24595.0
Business-c640,41,24560.0
Business-af7a,17,24550.0
Business-9bdd,18,24440.0
Business-c772,49,24440.0
Business-9dab,23,24435.0
Business-adef,14,24385.0
Business-49f6,9,24350.0
Business-f641,13,24315.0
Business-2c9f,8,24300.0
Business-6aaf,12,24296.0
Business-6fba,25,24265.0
Business-516f,13,24223.0
Business-7575,11,24216.0
Business-3a1d,19,24130.0
Business-c84f,12,24102.0
Business-a05f,12,24099.0
Business-bdb3,10,23980.0
Business-c694,7,23900.0
Business-cec2,26,23880.0
Business-8611,10,23876.0
Business-34e4,22,23840.0
Business-d91e,11,23805.0
Business-8561,17,23796.0
Business-566a,21,23785.0
Business-99bb,14,23785.0
Business-c14e,10,23700.0
Business-696e,25,23635.0
Business-f8a0,14,23623.0
Business-175e,6,23620.0
Business-faf5,15,23570.0
Business-1092,10,23515.0
Business-b9bd,12,23477.0
Business-42d9,18,23470.0
Business-9510,10,23445.0
Business-db75,17,23415.0
Business-2a93,18,23285.0
Business-2c57,48,23280.0
Business-eb01,12,23240.0
Business-937b,20,23235.0
Business-f994,14,23235.0
Business-7dbb,31,23225.0
Business-f910,17,23165.0
Business-fe41,60,23100.0
Business-c0f5,96,23020.0
Business-69a9,22,23008.0
Business-dda3,22,22952.0
Business-3bb2,16,22950.0
Business-f254,20,22915.0
Business-6360,71,22915.0
Business-1746,15,22860.0
Business-f9e4,19,22847.0
Business-0695,14,22845.0
Business-de1a,8,22806.0
Business-34d4,9,22770.0
Business-d2f6,120,22735.0
Business-fb8a,22,22700.0
Business-7781,6,22690.0
Business-740b,14,22690.0
Business-2679,7,22650.0
Business-3919,10,22635.0
Business-300b,19,22630.0
Business-51c0,14,22610.0
Business-ce51,10,22590.0
Business-25df,17,22578.0
Business-6524,12,22555.0
Business-7197,10,22555.0
Business-ba0d,24,22537.0
Business-1a85,10,22530.0
Business-7b3a,18,22510.0
Business-aebf,14,22504.0
Business-189f,12,22492.0
Business-51a9,27,22420.0
Business-17b3,14,22400.0
Business-cd9f,7,22305.0
Business-01d3,7,22234.0
Business-e46d,15,22215.0
Business-00ac,10,22210.0
Business-ad9f,20,22200.0
Business-e639,81,22125.0
Business-fbb8,26,22125.0
Business-7aef,21,22060.0
Business-20de,30,22035.0
Business-68e4,5,22002.0
Business-721c,8,22000.0
Business-e3c9,41,21890.0
Business-9ed4,9,21877.0
Business-0e43,16,21865.0
Business-3bdd,35,21820.0
Business-488a,28,21815.0
Business-81b9,7,21780.0
Business-eca4,39,21760.0
Business-7cc1,16,21730.0
Business-05ff,60,21725.0
Business-8202,16,21625.0
Business-45cd,12,21610.0
Business-1c17,9,21595.0
Business-50f6,14,21575.0
Business-2848,15,21535.0
Business-2024,7,21515.0
Business-414b,480,21505.0
Business-6341,15,21470.0
Business-db5d,18,21460.0
Business-b88d,24,21420.0
Business-a15d,9,21410.0
Business-e56a,10,21395.0
Business-3f38,7,21350.0
Business-065e,30,21335.0
Business-b488,24,21317.0
Business-3931,31,21250.0
Business-97cf,19,21240.0
Business-ac82,15,21225.0
Business-fca2,13,21215.0
Business-5176,12,21210.0
Business-0c4c,67,21210.0
Business-8d9c,15,21205.0
Business-d5a5,8,21165.0
Business-5973,12,21160.0
Business-906b,16,21149.0
Business-0e51,6,21066.0
Business-a061,68,21055.0
Business-b3a0,6,20995.0
Business-692d,10,20965.0
Business-f841,12,20965.0
Business-a47c,22,20960.0
Business-d033,11,20960.0
Business-f22d,10,20950.0
Business-fac2,24,20915.0
Business-65ec,26,20875.0
Business-2511,36,20805.0
Business-a2c1,6,20801.0
Business-ca58,8,20794.0
Business-e15f,14,20769.0
Business-237d,30,20731.0
Business-251a,13,20670.0
Business-e8fd,11,20575.0
Business-7a07,25,20570.0
Business-3995,44,20560.0
Business-84f8,27,20535.0
Business-a21f,18,20502.0
Business-8d45,18,20470.0
Business-9ead,12,20465.0
Business-0197,10,20450.0
Business-00fa,180,20445.0
Business-0569,12,20440.0
Business-4ad9,19,20430.0
Business-f734,12,20295.0
Business-e8ee,4,20292.0
Business-6dae,20,20255.0
Business-0691,7,20230.0
Business-eb52,39,20188.0
Business-779d,70,20185.0
Business-444d,22,20185.0
Business-f9b5,12,20180.0
Business-ab4d,13,20175.0
Business-04b4,6,20165.0
Business-94e3,24,20135.0
Business-4035,6,20080.0
Business-e463,14,20075.0
Business-ce0a,39,20062.0
Business-9412,17,20060.0
Business-8e4a,15,19990.0
Business-e9ee,19,19970.0
Business-b88e,18,19950.0
Business-fceb,30,19930.0
Business-4891,4,19900.0
Business-c113,9,19895.0
Business-4d45,7,19880.0
Business-7a42,13,19877.0
Business-c745,9,19870.0
Business-a6e4,14,19855.0
Business-d1a5,12,19820.0
Business-e5c6,10,19790.0
Business-8327,10,19770.0
Business-810b,19,19750.0
Business-40de,9,19740.0
Business-afc4,14,19725.0
Business-c575,21,19700.0
Business-8e3c,14,19610.0
Business-4e82,22,19590.0
Business-f4b4,9,19516.0
Business-2fdf,29,19515.0
Business-dca9,10,19490.0
Business-1383,37,19487.0
Business-95c9,12,19425.0
Business-2495,7,19400.0
Business-c6f4,37,19390.0
Business-3b15,16,19385.0
Business-0240,17,19385.0
Business-1714,18,19371.0
Business-1046,17,19330.0
Business-3c0e,15,19329.0
Business-d21e,21,19326.0
Business-cff8,10,19325.0
Business-8bf9,15,19305.0
Business-9511,6,19275.0
Business-efb0,19,19270.0
Business-03b2,10,19146.0
Business-ece0,20,19083.0
Business-d783,17,19075.0
Business-e5be,12,19050.0
Business-c948,36,19043.0
Business-5960,16,19000.0
Business-f388,4,18930.0
Business-04f3,6,18913.0
Business-2ec4,8,18884.0
Business-cacc,11,18882.0
Business-2eee,39,18865.0
Business-8554,21,18859.0
Business-e499,12,18821.0
Business-3415,10,18800.0
Business-fcc5,39,18800.0
Business-fdcf,13,18695.0
Business-a09e,5,18660.0
Business-75d7,4,18591.0
Business-02f9,5,18550.0
Business-af76,14,18520.0
Business-63a9,14,18515.0
Business-0728,13,18510.0
Business-6f46,11,18475.0
Business-0264,24,18470.0
Business-f9e0,15,18460.0
Business-563a,4,18430.0
Business-0029,26,18385.0
Business-c291,51,18375.0
Business-00e7,29,18331.0
Business-e711,13,18320.0
Business-8475,9,18310.0
Business-e789,33,18210.0
Business-8052,14,18210.0
Business-7cdb,7,18210.0
Business-3494,8,18200.0
Business-0471,7,18156.0
Business-8037,21,18145.0
Business-d13e,9,18115.0
Business-2295,9,18105.0
Business-b6ef,8,18085.0
Business-4a9b,3,18085.0
Business-9a15,25,18075.0
Business-1977,8,18045.0
Business-691d,22,18033.0
Business-4d9d,6,18000.0
Business-7434,9,17945.0
Business-4160,11,17940.0
Business-23a6,39,17925.0
Business-dac2,19,17900.0
Business-0335,11,17890.0
Business-5440,14,17805.0
Business-56aa,8,17805.0
Business-b5fa,73,17760.0
Business-504d,7,17760.0
Business-9048,38,17745.0
Business-5cfa,13,17735.0
Business-5381,35,17730.0
Business-dde8,29,17725.0
Business-d497,15,17670.0
Business-ac5d,14,17655.0
Business-a346,10,17650.0
Business-c233,49,17650.0
Business-00a2,9,17645.0
Business-84a6,3,17622.0
Business-fe3f,6,17600.0
Business-e772,3,17570.0
Business-af6e,4,17546.0
Business-5f3a,12,17540.0
Business-c775,11,17480.0
Business-630f,5,17460.0
Business-6f25,7,17410.0
Business-1010,11,17385.0
Business-db61,14,17385.0
Business-a462,3,17375.0
Business-0654,75,17353.0
Business-d894,17,17350.0
Business-ed15,8,17345.0
Business-b884,91,17340.0
Business-2fca,11,17331.0
Business-5c59,17,17330.0
Business-077d,88,17325.0
Business-0fbc,7,17295.0
Business-0f1f,10,17280.0
Business-36e2,24,17240.0
Business-e25f,5,17230.0
Business-4a62,5,17220.0
Business-b3c2,15,17215.0
Business-eb0e,6,17205.0
Business-aa89,4,17200.0
Business-3913,10,17190.0
Business-a869,13,17175.0
Business-6a39,11,17115.0
Business-839f,11,17076.0
Business-b71f,10,17070.0
Business-aa2e,13,17065.0
Business-9960,16,17055.0
Business-3282,11,17055.0
Business-8dfb,32,17040.0
Business-93a6,6,17010.0
Business-8c48,15,17005.0
Business-42cb,5,17000.0
Business-f79a,15,17000.0
Business-091b,5,17000.0
Business-213f,10,16980.0
Business-4bfc,25,16970.0
Business-c87a,5,16955.0
Business-7682,11,16860.0
Business-2cdd,8,16842.0
Business-3a4c,10,16770.0
Business-8f2f,4,16770.0
Business-a25b,19,16755.0
Business-cac5,8,16750.0
Business-a391,10,16745.0
Business-6566,6,16710.0
Business-d5b6,69,16707.0
Business-1f3e,12,16690.0
Business-5495,7,16685.0
Business-997c,10,16660.0
Business-087f,9,16660.0
Business-d827,11,16640.0
Business-1153,10,16596.0
Business-083e,14,16595.0
Business-73f5,4,16586.0
Business-ff53,12,16560.0
Business-dcc4,19,16525.0
Business-5ecf,5,16515.0
Business-215a,9,16496.0
Business-a0bd,14,16486.0
Business-ed11,12,16480.0
Business-e841,8,16465.0
Business-7dec,5,16450.0
Business-7e2d,5,16435.0
Business-c10c,9,16415.0
Business-b049,11,16392.0
Business-43ac,15,16390.0
Business-65c2,3,16380.0
Business-429d,15,16360.0
Business-6a87,25,16355.0
Business-1b82,6,16350.0
Business-5038,6,16335.0
Business-ea98,4,16315.0
Business-1beb,8,16313.0
Business-53a2,14,16305.0
Business-c801,10,16290.0
Business-3f1b,5,16285.0
Business-9ee1,24,16275.0
Business-b530,14,16265.0
Business-5943,11,16245.0
Business-ea87,17,16220.0
Business-31fe,48,16200.0
Business-1b17,9,16170.0
Business-6df1,9,16165.0
Business-f0ee,8,16125.0
Business-20b0,11,16115.0
Business-f967,11,16100.0
Business-33cb,10,16090.0
Business-afa0,645,16090.0
Business-eb06,15,16085.0
Business-e00b,8,16065.0
Business-ae2f,7,16065.0
Business-0fcb,13,16060.0
Business-e9f2,6,16030.0
Business-2c6e,10,16015.0
Business-db5f,3,15930.0
Business-fd80,14,15900.0
Business-a71a,6,15840.0
Business-adcf,5,15830.0
Business-5124,8,15830.0
Business-1bff,5,15820.0
Business-8987,39,15771.0
Business-f6cf,11,15770.0
Business-7e55,10,15760.0
Business-7a2c,17,15755.0
Business-28da,12,15747.0
Business-6291,14,15745.0
Business-fb5c,3,15730.0
Business-1c79,16,15720.0
Business-4f89,7,15720.0
Business-e5ae,5,15715.0
Business-15da,6,15683.0
Business-2858,7,15675.0
Business-733e,13,15670.0
Business-6288,12,15670.0
Business-0308,3,15660.0
Business-c7e1,19,15650.0
Business-1353,10,15640.0
Business-55d1,17,15630.0
Business-1b49,9,15611.0
Business-924d,12,15605.0
Business-28bb,4,15595.0
Business-c45f,13,15580.0
Business-6d65,19,15485.0
Business-0ffa,13,15475.0
Business-26e0,17,15470.0
Business-0476,9,15470.0
Business-69b2,11,15470.0
Business-8520,12,15470.0
Business-c55d,31,15450.0
Business-5d0f,6,15450.0
Business-27a6,7,15425.0
Business-f2c9,33,15410.0
Business-463e,9,15375.0
Business-dc72,3,15370.0
Business-0cd8,10,15350.0
Business-f20a,6,15320.0
Business-1d8a,10,15310.0
Business-969a,14,15290.0
Business-01e4,11,15290.0
Business-4765,10,15275.0
Business-f72f,6,15265.0
Business-59a4,8,15245.0
Business-8076,5,15210.0
Business-7918,12,15200.0
Business-8250,27,15190.0
Business-0ce5,5,15170.0
Business-df78,16,15140.0
Business-d4e3,2,15130.0
Business-51ac,7,15128.0
Business-aecf,8,15115.0
Business-8216,5,15100.0
Business-ccf3,19,15040.0
Business-517a,9,15040.0
Business-3910,13,15040.0
Business-ea73,8,15025.0
Business-30c5,22,15015.0
Business-9756,3,15015.0
Business-e565,8,14995.0
Business-e43c,7,14990.0
Business-4e36,6,14977.0
Business-7da7,7,14975.0
Business-38ff,9,14920.0
Business-9978,13,14920.0
Business-0d90,31,14869.0
Business-10e4,15,14855.0
Business-529a,28,14835.0
Business-b1d6,10,14825.0
Business-3430,7,14817.0
Business-6055,23,14785.0
Business-885e,27,14762.0
Business-07f2,10,14740.0
Business-53ab,11,14740.0
Business-e4bd,9,14695.0
Business-4a09,35,14670.0
Business-5611,10,14665.0
Business-4929,9,14650.0
Business-4547,6,14640.0
Business-8944,9,14585.0
Business-6686,5,14585.0
Business-3d0d,19,14570.0
Business-dbe0,15,14565.0
Business-a28f,7,14520.0
Business-f25d,9,14520.0
Business-422f,6,14500.0
Business-5f26,6,14490.0
Business-059f,17,14470.0
Business-1139,6,14445.0
Business-3516,4,14445.0
Business-c005,4,14400.0
Business-f3da,11,14400.0
Business-e902,8,14345.0
Business-479b,90,14344.0
Business-861f,16,14330.0
Business-abc5,12,14330.0
Business-2237,9,14325.0
Business-1c37,89,14325.0
Business-a6c4,8,14295.0
Business-a6ed,15,14280.0
Business-b1e0,11,14230.0
Business-167b,9,14225.0
Business-248b,6,14215.0
Business-0570,14,14205.0
Business-f006,9,14150.0
Business-bca7,12,14145.0
Business-6606,3,14125.0
Business-4249,11,14125.0
Business-dc1d,4,14120.0
Business-9338,7,14118.0
Business-f65a,6,14110.0
Business-3da5,11,14100.0
Business-f65b,29,14092.0
Business-20a0,8,14071.0
Business-2f95,52,14056.0
Business-4724,48,14030.0
Business-40ec,14,13985.0
Business-dd4c,3,13960.0
Business-02a5,7,13940.0
Business-c740,7,13935.0
Business-350c,3,13925.0
Business-e4fb,6,13910.0
Business-3264,12,13905.0
Business-0ba8,10,13875.0
Business-e15a,9,13850.0
Business-5ef5,7,13825.0
Business-5c9f,7,13818.0
Business-d55c,6,13810.0
Business-3b95,43,13790.0
Business-54b3,8,13780.0
Business-ebc8,9,13760.0
Business-f84e,28,13760.0
Business-8d38,7,13755.0
Business-a616,4,13740.0
Business-06eb,10,13735.0
Business-6b9a,9,13735.0
Business-0b49,6,13735.0
Business-bdd6,6,13685.0
Business-ed6b,13,13680.0
Business-1feb,12,13655.0
Business-552a,81,13645.0
Business-dbe2,5,13640.0
Business-698c,110,13635.0
Business-1f22,5,13625.0
Business-f6bb,8,13615.0
Business-d12f,6,13605.0
Business-6d0f,18,13595.0
Business-9020,14,13595.0
Business-abed,3,13590.0
Business-b467,80,13575.0
Business-c3fa,13,13565.0
Business-8341,28,13540.0
Business-2062,20,13535.0
Business-800c,8,13535.0
Business-48c4,21,13510.0
Business-4277,39,13490.0
Business-f52c,11,13480.0
Business-d940,12,13460.0
Business-6e5d,5,13435.0
Business-3d54,5,13430.0
Business-fb13,12,13419.0
Business-d2cf,15,13415.0
Business-18fd,10,13415.0
Business-c095,5,13403.0
Business-a324,10,13400.0
Business-5b9e,6,13385.0
Business-6874,5,13383.0
Business-6afd,8,13375.0
Business-e898,7,13350.0
Business-8314,20,13340.0
Business-46c6,12,13330.0
Business-3863,9,13330.0
Business-3407,4,13300.0
Business-dfcd,3,13300.0
Business-606b,4,13230.0
Business-d72f,11,13160.0
Business-3c87,3,13140.0
Business-3be7,7,13110.0
Business-377b,4,13085.0
Business-c8aa,10,13075.0
Business-eea3,19,13065.0
Business-ff6d,9,13020.0
Business-59e8,34,13012.0
Business-0d1d,13,12992.0
Business-207d,10,12990.0
Business-1b8b,18,12990.0
Business-6b7c,7,12975.0
Business-8c1b,7,12970.0
Business-2726,24,12955.0
Business-7c3d,7,12950.0
Business-8393,5,12920.0
Business-426f,11,12910.0
Business-206e,13,12905.0
Business-fd09,6,12900.0
Business-43c5,3,12850.0
Business-0727,12,12845.0
Business-e1b2,5,12835.0
Business-eb90,24,12810.0
Business-cabe,11,12805.0
Business-929c,9,12800.0
Business-f7fd,5,12775.0
Business-8cb5,9,12761.0
Business-583a,9,12755.0
Business-8528,5,12716.0
Business-5dcb,7,12710.0
Business-18a2,41,12705.0
Business-4e50,2,12700.0
Business-bdba,14,12685.0
Business-5e51,7,12680.0
Business-8a2f,14,12675.0
Business-029c,5,12670.0
Business-a54b,21,12665.0
